"DATE","PROTOCOL","VOLUME_USD","CUM_VOLUME_USD"
"2024-01-29 00:00:00.000","batswap","152064.071983895","1813980.98266482"
"2024-01-29 00:00:00.000","pancake","4124280.64501296","27124618.6146573"
"2024-01-29 00:00:00.000","liquidswap","9072689.48493838","48131115.3085565"
"2024-01-29 00:00:00.000","cetus","16313.406555984","131101.025686223"
"2024-01-29 00:00:00.000","animeswap","11612.353477518","91352.25271547"
"2024-01-22 00:00:00.000","pancake","4685107.39507994","23000337.9696444"
"2024-01-22 00:00:00.000","animeswap","12983.621797489","79739.899237952"
"2024-01-22 00:00:00.000","sushi","1420996.15160806","9145113.99137689"
"2024-01-22 00:00:00.000","auxexchange","47221.768414917","286213.486871375"
"2024-01-22 00:00:00.000","hippo","8763273.8195596","43798487.8124941"
"2024-01-22 00:00:00.000","thala","9983104.92229662","37156323.6104841"
"2024-01-22 00:00:00.000","liquidswap","8856426.78498496","39058425.8236181"
"2024-01-22 00:00:00.000","batswap","196606.653636941","1661916.91068092"
"2024-01-22 00:00:00.000","cetus","21149.363306467","114787.619130239"
"2024-01-15 00:00:00.000","sushi","1256157.02658682","7724117.83976882"
"2024-01-15 00:00:00.000","batswap","243927.018345131","1465310.25704398"
"2024-01-15 00:00:00.000","hippo","8754217.32305674","35035213.9929345"
"2024-01-15 00:00:00.000","animeswap","15778.955047952","66756.277440463"
"2024-01-15 00:00:00.000","pancake","3714036.38070585","18315230.5745644"
"2024-01-15 00:00:00.000","thala","7520952.39066875","27173218.6881875"
"2024-01-15 00:00:00.000","cetus","14756.545291763","93638.255823772"
"2024-01-15 00:00:00.000","liquidswap","9036373.60037745","30201999.0386331"
"2024-01-15 00:00:00.000","auxexchange","53265.022230637","238991.718456457"
"2024-01-08 00:00:00.000","auxexchange","117964.793178902","185726.69622582"
"2024-01-08 00:00:00.000","batswap","342901.788004164","1221383.23869885"
"2024-01-08 00:00:00.000","hippo","13668986.6190546","26280996.6698778"
"2024-01-08 00:00:00.000","pancake","6469229.3229019","14601194.1938586"
"2024-01-08 00:00:00.000","sushi","3379182.77731283","6467960.81318201"
"2024-01-08 00:00:00.000","liquidswap","11423185.7559494","21165625.4382557"
"2024-01-08 00:00:00.000","thala","9901068.96059252","19652266.2975188"
"2024-01-08 00:00:00.000","cetus","41509.560828197","78881.710532009"
"2024-01-08 00:00:00.000","animeswap","28499.885562218","50977.322392511"
"2024-01-01 00:00:00.000","auxexchange","67761.903046918","67761.903046918"
"2024-01-01 00:00:00.000","sushi","3088778.03586918","3088778.03586918"
"2024-01-01 00:00:00.000","batswap","878481.450694689","878481.450694689"
"2024-01-01 00:00:00.000","thala","9751197.33692625","9751197.33692625"
"2024-01-01 00:00:00.000","cetus","37372.149703812","37372.149703812"
"2024-01-01 00:00:00.000","animeswap","22477.436830293","22477.436830293"
"2024-01-01 00:00:00.000","liquidswap","9742439.68230626","9742439.68230626"
"2024-01-01 00:00:00.000","hippo","12612010.0508232","12612010.0508232"
"2024-01-01 00:00:00.000","pancake","8131964.87095667","8131964.87095667"
